Geneset	Number of Genes	Edge Density	Segregation
ALLERGIC_CONTACT_DERMATITIS	36	0.0018285714285714285	0.0038172871415080257
ALLERGIC_HYPERSENSITIVITY_DISEASE	92	0.0020040611562350693	0.01151297731714279
AMINO_ACID_METABOLIC_DISORDER	70	0.0017416149068322979	0.012977155762893846
ANEMIA	84	0.0087122776821572	0.025832577746098866
ARTHRITIS	147	0.002014164569937564	0.011015742818539922
ARTHROPATHY	65	0.0042399038461538455	0.008479571242724965
AUTISTIC_DISORDER	159	0.001081442560305708	0.011420961297873192
AUTOIMMUNE_HYPERSENSITIVITY_DISEASE	110	0.0018005004170141782	0.00965239226234762
AUTOSOMAL_RECESSIVE_NONSYNDROMIC_DEAFNESS	32	0.001939516129032258	0.005668226116263449
BILIARY_TRACT_DISEASE	49	0.00026105442176870745	0.00071054123800817
BIPOLAR_DISORDER	301	0.0021269324473975637	0.029799692789871327
BLOOD_COAGULATION_DISEASE	56	0.0072831168831168835	0.0243805416497297
BONE_MARROW_DISEASE	41	0.004465853658536585	0.005508987080507637
BREAST_DISEASE	242	0.004225403792736874	0.02580107352835862
CARBOHYDRATE_METABOLIC_DISORDER	59	0.011654587960257161	0.05813736523245033
CARDIOMYOPATHY	113	0.005092130214917825	0.021767781953338044
CENTRAL_NERVOUS_SYSTEM_CANCER	84	0.004034136546184739	0.008163149212128108
CEREBELLAR_DISEASE	60	0.004680790960451977	0.016574243006209594
CEREBRAL_DEGENERATION	111	0.0030212940212940216	0.013640158638483668
CLUBFOOT	39	0.0038933873144399458	0.005378900168731529
COCAINE_DEPENDENCE	62	0.005579058699101004	0.013837553677903718
COLLAGEN_DISEASE	24	0.0041739130434782605	0.003438446729446178
CONGENITAL_HEART_DISEASE	43	0.0004330011074197121	0.0007489718398081406
CONGESTIVE_HEART_FAILURE	84	0.0015091795754446356	0.006023123941717317
CORNEAL_DISEASE	26	0.007766153846153846	0.019008600563329366
CORONARY_ARTERY_DISEASE	175	0.0022377668308702792	0.012525532675206721
DERMATITIS	104	0.0015644137415982075	0.006910441372587343
DILATED_CARDIOMYOPATHY	41	0.012648780487804878	0.016991913605326276
DYSOSTOSIS	52	0.002377828054298642	0.004900932156363517
ENDOMETRIOSIS	108	0.007848909657320872	0.020105584130815084
ESOPHAGEAL_DISEASE	74	0.0020792299148463533	0.005973070132522176
FEMALE_REPRODUCTIVE_ORGAN_CANCER	70	0.0037656314699792966	0.008983627156752147
GALLBLADDER_DISEASE	40	0.0027256410256410253	0.004318662880219062
GERM_CELL_CANCER	285	0.0012229058561897702	0.014856442654809775
HAIR_DISEASE	32	0.0016330645161290324	0.002400177790947478
HEMATOLOGIC_CANCER	216	0.0051183031869078376	0.027829410423097327
HYPERTENSION	108	0.002982173762547595	0.018097983919671875
HYPERTROPIA	36	0.0	0.0
HYPOGLYCEMIA	38	0.006445234708392604	0.020739689659907547
INFLUENZA	36	0.0047666666666666664	0.010834349542164853
INNER_EAR_DISEASE	83	0.0009691448721716133	0.004519219701495808
INTESTINAL_CANCER	162	0.0013972088030059044	0.010897192841020953
KERATOSIS	69	0.0008431372549019609	0.0029107883115220426
KIDNEY_CANCER	89	0.0015801838610827376	0.005457444631807699
LACTIC_ACIDOSIS	53	0.006490566037735848	0.018183777321918324
LENS_DISEASE	52	0.006237556561085974	0.02651224961454505
LIPID_STORAGE_DISEASE	78	0.0022547452547452547	0.007546669311883304
LIVER_CANCER	157	0.004228727747836028	0.01812021451030806
LIVER_CIRRHOSIS	54	0.0023039832285115303	0.005872692425527067
LUNG_CANCER	88	0.002216300940438872	0.006983762176721127
LYMPHOBLASTIC_LEUKEMIA	63	0.01028110599078341	0.013368834416609078
MALE_INFERTILITY	41	0.0014048780487804877	0.005252407353370296
MALIGNANT_MESOTHELIOMA	64	0.0011041666666666667	0.0025473421128520608
MICROPHTHALMIA	30	0.0013080459770114941	0.001699466266042633
MITOCHONDRIAL_METABOLISM_DISEASE	64	0.0010644841269841269	0.005263299887915748
MOTOR_NEURON_DISEASE	59	0.0015230859146697837	0.0026333366679499887
MOUTH_DISEASE	136	0.0036498910675381263	0.01193343263020605
MOVEMENT_DISEASE	95	0.001983426651735722	0.008156551259816921
MUSCULAR_ATROPHY	46	0.001404830917874396	0.002839267023885772
MUSCULAR_DYSTROPHY	38	0.010066856330014225	0.017968359235157768
MYELOID_LEUKEMIA	105	0.007134798534798536	0.021020755270837282
MYOPATHY	128	0.0026658464566929134	0.015820966358176806
NEPHRITIS	89	0.0020005107252298263	0.009970612529575193
NEUROMUSCULAR_DISEASE	47	0.00346068455134135	0.010494512893018244
NEUROTIC_DISORDER	268	0.002359299010565151	0.024162073179214292
NON_SYNDROMIC_INTELLECTUAL_DISABILITY	35	0.0027310924369747898	0.005014395171368882
NUTRITION_DISEASE	105	0.0018783882783882785	0.010747989205900078
OCULAR_MOTILITY_DISEASE	102	0.0006458940011648224	0.0038684652064867424
OROFACIAL_CLEFT	51	0.016717647058823528	0.013376274636913994
OSTEOCHONDRODYSPLASIA	57	0.0007218045112781954	0.0020289012759886933
OVARIAN_DISEASE	58	0.0057670901391409565	0.01208435853263715
PARAPLEGIA	39	0.00338191632928475	0.010042961110576768
