Geneset	Number of Genes	Edge Density	Segregation
ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	146	0.014209380906943788	0.015241007183707904
ACYLGLYCEROL_METABOLIC_PROCESS	40	0.0032775071794871797	0.0014443888872112537
ADHERENS_JUNCTION_ORGANIZATION	42	0.018410260511033682	0.0060482327435326414
AMINO_ACID_TRANSPORT	50	0.0070072737142857135	0.0031704176356596274
ANTIGEN_PROCESSING_AND_PRESENTATION	126	0.01921110314920635	0.016014014642902582
APOPTOTIC_SIGNALING_PATHWAY	163	0.010211686381882903	0.011710071746899762
BMP_SIGNALING_PATHWAY	46	0.019805732753623188	0.006329297181883017
CALCIUM_ION_TRANSPORT	112	0.005979886116473617	0.0049599116676630915
CAMERA_TYPE_EYE_DEVELOPMENT	24	0.0029900115942028986	0.0007232651877766533
CELL_CHEMOTAXIS	103	0.012422245231296402	0.011438379968900587
CELL_JUNCTION_ASSEMBLY	79	0.01146027877312561	0.008684955502837629
CELL_SUBSTRATE_ADHESION	93	0.013607486091631604	0.010042090091268198
CELLULAR_RESPIRATION	88	0.12799985054858934	0.05539242629404676
CHEMICAL_SYNAPTIC_TRANSMISSION	141	0.011428637436676799	0.012039673931566243
CHLORIDE_TRANSPORT	37	0.00253015975975976	0.0010551076175636896
CHONDROITIN_SULFATE_METABOLIC_PROCESS	20	0.006935261578947369	0.0011006522296199953
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	102	0.018667707513104256	0.012286661653370966
COMPLEMENT_ACTIVATION	51	0.01370152156862745	0.006844329561306812
DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	34	0.005583022281639928	0.0022551979851205884
DNA_DEPENDENT_DNA_REPLICATION	69	0.08139186398124468	0.02536794464797707
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	71	0.03103871319919517	0.01106316803488623
DOUBLE_STRAND_BREAK_REPAIR	132	0.025490028475595655	0.02068713692477934
DRUG_TRANSPORT	56	0.004095976103896104	0.002218532596664298
ENDOPLASMIC_RETICULUM_ORGANIZATION	31	0.011542527311827956	0.003249202043523552
ENDOSOME_ORGANIZATION	50	0.012091974612244899	0.005105628981740541
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	133	0.01233909465709729	0.01224782602250431
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	166	0.11849841798466594	0.12799482944530835
EXTRACELLULAR_MATRIX_ORGANIZATION	169	0.025455920921386304	0.031369553323263834
FATTY_ACID_CATABOLIC_PROCESS	50	0.022211227591836732	0.008351549479177644
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	181	0.0038027574953959486	0.006150915543658127
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	43	0.008492559136212625	0.003790505842079783
GOLGI_ORGANIZATION	61	0.011419053333333333	0.0048289963938109234
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	118	0.011655010430247718	0.009800493304356348
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	80	0.011970883575949368	0.006341271633595909
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	61	0.005111491639344263	0.002586002611087669
LYSOSOMAL_TRANSPORT	69	0.00718381074168798	0.0044039490582545434
MACROAUTOPHAGY	101	0.015436580712871286	0.014235974132806356
MICROTUBULE_BUNDLE_FORMATION	38	0.005750868421052631	0.0020485059591071565
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	63	0.017686605478750637	0.007023778371511522
MRNA_3_END_PROCESSING	61	0.04386588677595628	0.013468343949318177
MRNA_CATABOLIC_PROCESS	174	0.11590670972692843	0.12358056245678421
NEURON_PROJECTION_MORPHOGENESIS	121	0.008664508539944903	0.008340571177118653
NICOTINAMIDE_NUCLEOTIDE_METABOLIC_PROCESS	67	0.025153686702849388	0.011795876071759989
NUCLEUS_ORGANIZATION	76	0.018770604736842104	0.007593470457760498
PEROXISOME_ORGANIZATION	41	0.028089919634146344	0.007948839159415619
PHOSPHOLIPID_TRANSPORT	35	0.008232624201680671	0.002691731642356018
POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	119	0.007538757598632673	0.007066721369363823
POTASSIUM_ION_TRANSPORT	86	0.007886143638850889	0.006181992378404036
PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	168	0.017116351668092385	0.017649520528387495
PROTEIN_ACETYLATION	91	0.013920644981684983	0.008527832518183457
PROTEIN_AUTOPHOSPHORYLATION	122	0.007932598306462538	0.006813560523489432
PROTEIN_DEPHOSPHORYLATION	98	0.0072174768567220705	0.005604479779569485
PROTEIN_EXPORT_FROM_NUCLEUS	101	0.039861002376237624	0.01928114860332754
PROTEIN_FOLDING	110	0.02846952128440367	0.01617118572463736
PROTEIN_GLYCOSYLATION	139	0.004505421238661244	0.00578872413088865
PROTEIN_LIPIDATION	80	0.0026114094620253163	0.002076509171112692
PROTEIN_METHYLATION	66	0.013188709417249417	0.005512362703763166
PROTEIN_STABILIZATION	126	0.016224012126984128	0.01143806811685275
PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	33	0.005648117803030303	0.0017178839870617426
PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	60	0.06411208881355931	0.017331885521125384
PYRUVATE_METABOLIC_PROCESS	41	0.06916176756097561	0.016311644819478163
RAS_PROTEIN_SIGNAL_TRANSDUCTION	82	0.00904180704607046	0.00517954168281737
RECOMBINATIONAL_REPAIR	60	0.02992383186440678	0.010220701353375656
RESPONSE_TO_AMINO_ACID	25	0.01711520433333333	0.0039003459373737697
RESPONSE_TO_HYPOXIA	94	0.009912736673530086	0.007022267381930726
RESPONSE_TO_INTERFERON_GAMMA	88	0.0475558907001045	0.02830860984738786
RESPONSE_TO_IONIZING_RADIATION	78	0.017716141891441894	0.00910834657280464
RESPONSE_TO_METAL_ION	117	0.006328583687002652	0.005390276900636983
RESPONSE_TO_OXIDATIVE_STRESS	166	0.006890376670317634	0.008632851398209008
RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	75	0.015461211783783782	0.008872982128434416
RESPONSE_TO_UNFOLDED_PROTEIN	103	0.01778677885018085	0.012975289578845863
RESPONSE_TO_UV	93	0.01219971928471248	0.006891253781984605
RESPONSE_TO_VIRUS	139	0.029552820050046922	0.031218624821809732
RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	64	0.006010204464285715	0.0034954048453215178
RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ER	58	0.02907933073200242	0.01013489509623435
RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY	115	0.038580080518688026	0.020692774500637705
RNA_METHYLATION	27	0.008796076923076924	0.0017939657480377364
RRNA_PROCESSING	84	0.06469156982214573	0.027015782134137353
SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	84	0.030681680263912794	0.013423166162368863
SKIN_DEVELOPMENT	106	0.014926731410601975	0.014247634916013717
SODIUM_ION_TRANSPORT	47	0.004456255689176689	0.002023520070608259
SPHINGOLIPID_BIOSYNTHETIC_PROCESS	51	0.004210923137254902	0.0020283604467140927
SPINDLE_ORGANIZATION	84	0.05133258399311531	0.021327884079155177
STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	67	0.018477560922659432	0.008642992802009024
SYNAPSE_ASSEMBLY	31	0.007376135913978495	0.0028668022610520475
TELOMERE_MAINTENANCE	87	0.0506687335471799	0.020910543467084652
TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	144	0.015923922552447553	0.013551745683116874
TRANSLATIONAL_ELONGATION	60	0.07370870666666667	0.019092260783964372
TRANSPORT_ALONG_MICROTUBULE	55	0.006437260471380472	0.0029403318388632666
TRNA_AMINOACYLATION	36	0.06720819714285714	0.01290956633261185
TRNA_PROCESSING	52	0.017097078205128204	0.006276702710838525
VACUOLE_ORGANIZATION	54	0.004218033123689728	0.0024429996988062125
VESICLE_ORGANIZATION	162	0.008814278023157733	0.011533238124650843
WNT_SIGNALING_PATHWAY	122	0.007635026744343585	0.007223891594904372
XENOBIOTIC_METABOLIC_PROCESS	77	0.010231882672590568	0.00646326601370305
