Geneset	Number of Genes	Edge Density	Segregation
ACYLGLYCEROL_METABOLIC_PROCESS	29	0.0056576354679802945	0.02281146035056358
ADHERENS_JUNCTION_ORGANIZATION	38	0.04379374110953058	0.06250126882427698
AMINO_ACID_TRANSPORT	39	0.008910931174089068	0.02943339707671939
ANTIGEN_PROCESSING_AND_PRESENTATION	100	0.014698585858585857	0.04940727969322642
APOPTOTIC_SIGNALING_PATHWAY	153	0.01772377020983832	0.04970041136464154
CALCIUM_ION_TRANSPORT	97	0.004951460481099656	0.03318440128741773
CELL_SUBSTRATE_ADHESION	82	0.017139716952725082	0.051599773371104836
CELLULAR_RESPIRATION	76	0.022014736842105264	0.10692065050127042
CHEMICAL_SYNAPTIC_TRANSMISSION	121	0.004814462809917355	0.0349306443875919
CHLORIDE_TRANSPORT	29	0.004238916256157635	0.015758341574185993
CHOLESTEROL_BIOSYNTHETIC_PROCESS	24	0.0	0.0
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	76	0.03829684210526315	0.07217037461202458
DNA_DEPENDENT_DNA_REPLICATION	67	0.050723202170963363	0.09339290324192434
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	60	0.04479999999999999	0.07762990693731142
DOUBLE_STRAND_BREAK_REPAIR	119	0.03583663295826805	0.0856511244031273
DRUG_TRANSPORT	41	0.004692682926829268	0.02386978313731329
ENDOPLASMIC_RETICULUM_ORGANIZATION	28	0.025153439153439157	0.02749812736248768
ENDOSOME_ORGANIZATION	45	0.034935353535353535	0.05646546375931404
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	117	0.01870557029177719	0.09189989878674407
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	146	0.16494529995276333	0.3303562508514602
EXTRACELLULAR_MATRIX_ORGANIZATION	153	0.019347609219126247	0.15815117484754218
FATTY_ACID_CATABOLIC_PROCESS	48	0.008459219858156028	0.04786460266661317
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	153	0.003533625730994152	0.04101157015554634
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	26	0.005316923076923076	0.015838825287124533
GOLGI_ORGANIZATION	59	0.01425540619520748	0.025464081874263342
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	100	0.01091232323232323	0.07948637580327352
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	75	0.01914342342342342	0.021141723932218182
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	55	0.003923232323232323	0.02529227643511745
LYSOSOMAL_TRANSPORT	59	0.02005961426066628	0.03967966778307398
MACROAUTOPHAGY	92	0.029338509316770185	0.08182550475085096
MICROTUBULE_BUNDLE_FORMATION	29	0.0029334975369458122	0.00620044459947002
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	58	0.026348457350272234	0.0351559756844696
MRNA_3_END_PROCESSING	57	0.0804204260651629	0.08323735333867704
MRNA_CATABOLIC_PROCESS	158	0.15471789083286303	0.36532791950535404
NEURON_PROJECTION_MORPHOGENESIS	109	0.017960924226979275	0.04046437693364397
NICOTINAMIDE_NUCLEOTIDE_METABOLIC_PROCESS	56	0.007922727272727272	0.026285061829462712
