Geneset	Number of Genes	Edge Density	Segregation
ACQUIRED_IMMUNODEFICIENCY_SYNDROME	28	0.0074640841269841265	0.001786911331949425
ACUTE_LYMPHOCYTIC_LEUKEMIA	54	0.0071677965059399025	0.0026491149591272366
ADENOMA	101	0.008661022772277227	0.005363075438982632
AMYLOIDOSIS	52	0.008529217797888386	0.0035112745373004567
ANEMIA	64	0.028842869047619044	0.009803934821671547
ARTHRITIS	111	0.009205210253890253	0.007509556958942022
ASTHMA	94	0.006070931297186	0.0050152849655359715
AUTISTIC_DISORDER	47	0.0065338054579093426	0.00216423572926523
AUTOIMMUNE_HYPERSENSITIVITY_DISEASE	165	0.007169640110864745	0.008919003908844701
AUTOIMMUNE_LYMPHOPROLIFERATIVE_SYNDROME	78	0.006936643290043289	0.004563101305151268
AUTOSOMAL_RECESSIVE_LIMB_GIRDLE_MUSCULAR_DYSTROPHY_TYPE_2H	37	0.00508556891891892	0.0016715151459960273
BACTERIAL_INFECTIOUS_DISEASE	43	0.01212736710963455	0.0034915715660209065
BONE_MARROW_CANCER	133	0.007704528138528138	0.006567511431805026
BRAIN_CANCER	172	0.009243237352101183	0.010003021979114598
CEREBRAL_DEGENERATION	205	0.005926773357245337	0.008820336685279026
CHARCOT_MARIE_TOOTH_DISEASE	41	0.005363768048780489	0.001784253766151184
COLLAGEN_DISEASE	33	0.03516155435606061	0.0071292448519010634
DERMATITIS	49	0.00703631675170068	0.0029069828306213033
DIABETES_MELLITUS	203	0.0037775347558893823	0.0066869793205550435
EPILEPSY	64	0.00779641378968254	0.003940194291323305
EYE_DISEASE	223	0.005135894299680846	0.009043613761999712
FEMALE_REPRODUCTIVE_ORGAN_CANCER	143	0.00845584339604058	0.008148067946914589
FUNDUS_DYSTROPHY	48	0.00658586755319149	0.002644297933173402
HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	67	0.009341815920398011	0.004325537914785941
HEART_DISEASE	150	0.005663025843400448	0.006895254154107256
HYPERTENSION	79	0.0063319667640376505	0.003864991282002403
INFLUENZA	21	0.013481465238095238	0.00230591160160251
INTELLECTUAL_DISABILITY	63	0.005570800563236046	0.002584989473049033
INTESTINAL_BENIGN_NEOPLASM	96	0.008476146403508774	0.005940511731685563
KIDNEY_DISEASE	154	0.005292905721076309	0.0061347850852451384
LEUKODYSTROPHY	27	0.00737404301994302	0.0012977144967214703
LUNG_CANCER	187	0.007552957150250128	0.00922150240484134
LYMPHOBLASTIC_LEUKEMIA	142	0.007825438717410848	0.007842054914412873
LYMPHOMA	98	0.012341019356196088	0.007923145481601893
LYSOSOMAL_STORAGE_DISEASE	73	0.018897982762557077	0.011269843022185219
MACULAR_DEGENERATION	27	0.013552785185185184	0.0032396914479949257
MICROCEPHALIC_OSTEODYSPLASTIC_PRIMORDIAL_DWARFISM_TYPE_I	46	0.010190295458937198	0.0030886753529969766
MOOD_DISORDER	69	0.005962246547314578	0.0034339971888461174
MOTOR_NEURON_DISEASE	57	0.010254038345864662	0.003406625285920719
MYELOID_LEUKEMIA	175	0.008400845917898194	0.00954330673595377
MYOPATHY	95	0.006379120515117581	0.004792662568115481
NUTRITION_DISEASE	149	0.004737705414474877	0.005641411912636171
OSTEOCHONDRODYSPLASIA	107	0.008207228337153942	0.0060103462316543465
PANCREATIC_CANCER	102	0.007719541758881771	0.005357430449807665
PAPILLARY_RENAL_CELL_CARCINOMA	45	0.00642054505050505	0.0020013193968012226
PARATHYROID_GLAND_DISEASE	64	0.008047762847222221	0.0033539434623866956
PARKINSON_S_DISEASE	78	0.004304869463869464	0.00258875685404491
PERIPHERAL_NERVOUS_SYSTEM_DISEASE	94	0.0033821948981926334	0.0026724796855762257
PERIPHERAL_NERVOUS_SYSTEM_NEOPLASM	83	0.006398367940052894	0.003305076838166858
RETINAL_DISEASE	95	0.005264411511758119	0.004117777344580156
SCHIZOPHRENIA	180	0.0077538261390440715	0.010555381163117272
STOMACH_CANCER	151	0.007891176326710816	0.008205155074889663
SYSTEMIC_LUPUS_ERYTHEMATOSUS	66	0.011426948251748252	0.005797396370584793
T_CELL_LEUKEMIA	50	0.008157555591836734	0.0026548295661608986
TYPE_1_DIABETES_MELLITUS_11	45	0.005494800404040405	0.0021746923564690854
VASCULAR_DISEASE	202	0.0050479487414413085	0.00860266221364081
VIRAL_INFECTIOUS_DISEASE	142	0.005924861012885825	0.006781877101978846
