Geneset	Number of Genes	Edge Density	Segregation
ACTIN_FILAMENT_BASED_PROCESS	175	0.006639408866995072	0.054510099346051326
ALCOHOL_METABOLIC_PROCESS	112	0.0012382561132561131	0.0159873878888838
AMIDE_BIOSYNTHETIC_PROCESS	285	0.04509930812947863	0.3276080526321365
ANION_TRANSPORT	167	0.0009877353726282375	0.021586908157489353
ANTIGEN_PROCESSING_AND_PRESENTATION	94	0.012833905284831847	0.05179414925637719
AROMATIC_COMPOUND_CATABOLIC_PROCESS	249	0.046777820961264406	0.2742180067252437
CARBOHYDRATE_METABOLIC_PROCESS	140	0.004328057553956834	0.08628411964053746
CARBOXYLIC_ACID_CATABOLIC_PROCESS	139	0.0012064435408195185	0.024591261399306737
CARBOXYLIC_ACID_TRANSPORT	74	0.001215475749722325	0.009028110064294005
CATION_TRANSPORT	255	0.003110050949513664	0.07201724655712385
CELL_CYCLE_PHASE_TRANSITION	142	0.021518329837179103	0.07389458273332437
CELL_DEATH	334	0.004090197982413552	0.05209122950050043
CELL_MOTILITY	293	0.003584295665996539	0.052411570067134254
CELL_PROJECTION_ORGANIZATION	291	0.0023745704467353955	0.038958822125049315
CELLULAR_AMINO_ACID_METABOLIC_PROCESS	182	0.0053154028292149835	0.07540666196972025
CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	333	0.007938619342233801	0.07872623915550007
CHEMOTAXIS	146	0.004940481813887576	0.034497954003167776
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	69	0.038121909633418584	0.07057835678079857
CHROMATIN_ORGANIZATION	264	0.015402984214771287	0.09556584692915207
COFACTOR_METABOLIC_PROCESS	219	0.001582422185915965	0.03454421914280514
CORNIFICATION	84	0.017034710269650026	0.10588942264827872
CYTOSKELETON_ORGANIZATION	323	0.0026564813568447972	0.043046982894008656
DNA_CONFORMATION_CHANGE	93	0.019407900888265547	0.05177754371129254
DNA_METABOLIC_PROCESS	404	0.012515379701741889	0.13482416750466358
DNA_REPLICATION	105	0.04119615384615384	0.1338671012036262
DNA_TEMPLATED_TRANSCRIPTION_INITIATION	144	0.04661072261072261	0.14453224526968778
DRUG_METABOLIC_PROCESS	261	0.0011282640730916592	0.03191065483444501
ENDOCYTOSIS	155	0.008234436531210726	0.05094399674880695
ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	50	0.010998367346938777	0.035681559363330596
ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	329	0.009391670991177997	0.08953959827980622
EPITHELIAL_CELL_DIFFERENTIATION	176	0.005173766233766234	0.054500781162358625
EXTRACELLULAR_STRUCTURE_ORGANIZATION	182	0.009930301742456437	0.13238516197073072
GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	103	0.005014658290500666	0.03901385671716064
GLYCOPROTEIN_METABOLIC_PROCESS	156	0.0019583126550868483	0.04020650069626057
GLYCOSAMINOGLYCAN_METABOLIC_PROCESS	67	0.0029466304839439166	0.02782701548318207
GOLGI_VESICLE_TRANSPORT	204	0.009067903023278277	0.10767913498832082
INNATE_IMMUNE_RESPONSE	181	0.0065335788827501524	0.04798650289433025
INTRACELLULAR_PROTEIN_TRANSPORT	351	0.025778038258038257	0.21182717891563635
INTRACILIARY_TRANSPORT	31	0.005124731182795699	0.02226228956858055
ION_HOMEOSTASIS	228	0.0018776566968080994	0.027716964105419132
LIPID_BIOSYNTHETIC_PROCESS	290	0.0013156186612576066	0.04698561991683705
LIPID_CATABOLIC_PROCESS	87	0.001152098369419941	0.015822378202563155
LIPID_TRANSPORT	78	0.0017445887445887447	0.014177008296756513
MEMBRANE_LIPID_METABOLIC_PROCESS	90	0.0057458177278402	0.09773251394085601
MEMBRANE_ORGANIZATION	301	0.005849811738648948	0.0689604303698583
METHYLATION	105	0.009397069597069598	0.03983979600235428
MICROTUBULE_BASED_MOVEMENT	81	0.004541358024691358	0.03133264907177506
MICROTUBULE_BASED_PROCESS	205	0.002844476327116212	0.036051620771232404
MITOCHONDRIAL_TRANSLATION	90	0.06300499375780275	0.3097339701454429
MITOCHONDRION_ORGANIZATION	192	0.008162521815008726	0.07513020081671987
MITOTIC_CELL_CYCLE	333	0.007684304786714425	0.0796258919819616
MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	193	0.002628562176165803	0.06251251482525448
MRNA_METABOLIC_PROCESS	399	0.035531303132202374	0.281815203243668
MUSCLE_CONTRACTION	134	0.00849074177982269	0.06430116957573342
NEGATIVE_REGULATION_OF_CELL_CYCLE	251	0.0077420239043824715	0.049869590853621505
NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	292	0.004303747116697266	0.03383478542133744
NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	314	0.010448322174965914	0.0768468832126916
